News Source,Bias,Reporting,References,Website
Press for Truth,Conspiracy,Mixed,41272,https://www.psychologytoday.com/ca/blog/the-intelligent-divorce/201310/the-religious-mind
Prop Or Not,Conspiracy,Mixed,468,https://mediabiasfactcheck.com/science-factz/
Redoubt News,Conspiracy,Mixed,23693,https://www.researchgate.net/figure/Comparison-of-the-effects-of-the-original-version-of-ViBe-and-our-modified-algorithm_fig1_252067585
Religion Mind,Conspiracy,Mixed,46,https://www.sott.net/
Science Factz,Conspiracy,Mixed,0,https://well.ca/brand/simply-organic.html
Science Vibe,Conspiracy,Mixed,4077,https://spacenews.com/
Signs of the Times (SOTT),Conspiracy,Mixed,635620,https://theantimedia.com/
Simple Organic Medicine,Conspiracy,Mixed,1952,https://crusaderjournal.com/
Space.News,Conspiracy,Mixed,1420,https://www.youtube.com/watch?v=fnU7PTatAcY
The Anti-Media,Conspiracy,Mixed,283324,https://rationalwiki.org/wiki/European_Union_Times
The Crusader Journal,Conspiracy,Mixed,85585,https://theheartysoul.com/
The Daily Check,Conspiracy,Mixed,1127,https://www.techhive.com/article/3279889/streaming-hardware/channel-master-stream-review.html
The European Union Times,Conspiracy,Mixed,52894,https://www.thetrumpet.com/
The Hearty Soul,Conspiracy,Mixed,12126,https://thetruthaboutcancer.com/
The Stream,Conspiracy,Mixed,67377,https://en.wikiversity.org/wiki/Truth_theory
The Trumpet,Conspiracy,Mixed,62674,https://www.ukcolumn.org/
The Truth About Cancer,Conspiracy,Mixed,14527,https://www.veteranstoday.com/
Truth Theory,Conspiracy,Mixed,70506,https://wearechange.org/
UK Column,Conspiracy,Mixed,82237,https://mediabiasfactcheck.com/wellness-achiever/
Veterans Today,Conspiracy,Mixed,715295,https://www.wikispooks.com/wiki/Wikispooks:About
We Are Change,Conspiracy,Mixed,212699,https://100percentfedup.com/
Wellness Achiever,Conspiracy,Mixed,266,https://www.facebook.com/ABC10News/reviews
Wikispooks,Conspiracy,Mixed,99519,https://newsmedia247.com/
100 Percent Fed Up,Fake,Fake,53419,https://www.avoiceformen.com/
10News.one,Fake,Fake,3164,https://abcnews.go.com/
247 News Media,Fake,Fake,0,https://activistmommy.com/
A Voice for Men,Fake,Fake,68532,http://allnewspipeline.com/
abcnews-us.com,Fake,Fake,34,https://mediabiasfactcheck.com/allen-west-republic/
Activist Mommy,Fake,Fake,1645,https://www.adflegal.org/
Age of Shitlords,Fake,Fake,22360,http://amazingnews.org/about-us/
All News Pipeline,Fake,Fake,53326,https://en.wikipedia.org/wiki/American_College_of_Pediatricians
Allen West Republic,Fake,Fake,19833,https://en.wikipedia.org/wiki/American_Family_Association
Alliance Defending Freedom,Fake,Fake,595826,https://laughingsquid.com/cool-american-doritos/
Amazingnews.net,Fake,Fake,0,https://mediabiasfactcheck.com/american-freedom-fighters/
American College of Pediatricians,Fake,Fake,4337,https://mediabiasfactcheck.com/american-journal-review/
American Family Association,Fake,Fake,162614,https://www.amazon.com/Lookout-America-Hollywood-Interfaces-Studies/dp/1512603279
American Flavor,Fake,Fake,0,https://mediabiasfactcheck.com/american-patriot-daily/
Americas Freedom Fighters,Fake,Fake,10298,https://mediabiasfactcheck.com/american-prides/
American Journal Review,Fake,Fake,7781,https://americanprinciplesproject.org/
American Lookout,Fake,Fake,20126,https://www.amren.com/
American Patriot Daily,Fake,Fake,14539,http://www.tfp.org/
American Prides,Fake,Fake,10,https://www.today.com/news/good-news/american-story
American Principles Project,Fake,Fake,29820,https://mediabiasfactcheck.com/american-truth-seekers/
American Renaissance Magazine,Fake,Fake,371889,https://www.facebook.com/AmericanUpdate/
"American Society for the Defense of Tradition, Family, and Property",Fake,Fake,66316,https://www.facebook.com/MainStPolitics/
American Today,Fake,Fake,5039,https://mediabiasfactcheck.com/anews-24-com-american-news/
American Truth Seekers,Fake,Fake,478,https://en.wikipedia.org/wiki/List_of_books_banned_by_governments
American Updater,Fake,Fake,27,https://mediabiasfactcheck.com/bare-naked-islam/
Americans Against the Tea Party (AATTP),Fake,Fake,95355,https://mediabiasfactcheck.com/bb4sp/
anews-24.com (American News),Fake,Fake,45,https://beaware-project.eu/
Banned Information,Fake,Fake,3426,https://rationalwiki.org/wiki/Before_It%27s_News
Bare Naked Islam,Fake,Fake,160680,https://www.youtube.com/watch?v=7-yRtZC8URM
BB4SP,Fake,Fake,60638,https://en.wikipedia.org/wiki/Bipartisan_Report
BeAware,Fake,Fake,279,https://en.wikipedia.org/wiki/Black_genocide
Before it s News,Fake,Fake,2214817,https://www.youtube.com/channel/UCmrLCXSDScliR7q8AxxjvXg
Big Blue Vision,Fake,Fake,0,http://www.bingnews.com/
Bipartisan Report,Fake,Fake,1482,https://mediabiasfactcheck.com/blue-informer/
Black Genocide,Fake,Fake,21283,https://mediabiasfactcheck.com/blue-vision-post/
Black Pigeon Speaks,Fake,Fake,12223,https://mediabiasfactcheck.com/bluevision-news/
BlingNews.com,Fake,Fake,5940,https://bluntforcetruth.com/
Blue Informer,Fake,Fake,4,https://mediabiasfactcheck.com/borderland-alternative-media-bam/
Blue Vision Post,Fake,Fake,0,https://www.breitbart.com/
BlueVision.News,Fake,Fake,0,https://canadafreepress.com/
Blunt Force Truth,Fake,Fake,41238,https://bsnorrell.blogspot.com/
Borderland Alternative Media (BAM),Fake,Fake,4668,https://en.wikipedia.org/wiki/Center_for_Immigration_Studies
Breaking911,Fake,Fake,63716,https://mediabiasfactcheck.com/centre-for-research-of-radicalism-and-national-security-crrns/
Breitbart,Fake,Fake,3366376,https://mediabiasfactcheck.com/cerno-cernovich-com/
Canada Free Press,Fake,Fake,213665,https://en.wikipedia.org/wiki/Christian_Action_Network
Censored.News,Fake,Fake,1497,http://cityworldnews.com/
Center for Immigration Studies (CIS),Fake,Fake,63764,https://www.youtube.com/channel/UCh9qBWORox1AfiiISaAPhOg
Centre for Research of Radicalism and National Security (CRRNS),Fake,Fake,366,https://clashdaily.com/
Cerno (Cernovich.com),Fake,Fake,5710,https://www.cnn.com/
Christian Action Network,Fake,Fake,18417,https://www.cnn.com/
CityWorldNews,Fake,Fake,162,https://www.cnsnews.com/
Clarion Project,Fake,Fake,131516,https://concernedwomen.org/
Clash Daily,Fake,Fake,97915,https://www.conservapedia.com/Main_Page
Cnn.com.de,Fake,Fake,71,https://mediabiasfactcheck.com/conservative-101/
cnn-globalnews.com,Fake,Fake,47,https://www.facebook.com/conservativebyte/
CNS News,Fake,Fake,1413255,https://mediabiasfactcheck.com/conservative-daily-post/
Concerned Women for America,Fake,Fake,152535,https://mediabiasfactcheck.com/conservative-fighters/
Conservapedia,Fake,Fake,22250,https://conservativefiringline.com/
Conservative 101,Fake,Fake,12758,https://mediabiasfactcheck.com/conservative-flash-news/
Conservative Byte,Fake,Fake,44251,http://www.conservativefreepress.com/
Conservative Daily Post,Fake,Fake,56362,https://www.conservapedia.com/Conservative_media
Conservative Fighters,Fake,Fake,22711,https://www.u-s-history.com/pages/h4205.html
Conservative Firing Line,Fake,Fake,17376,https://mediabiasfactcheck.com/conservative-nation/
Conservative Flash News,Fake,Fake,49,https://www.youtube.com/channel/UCdVSlmNi1uyfsgOAT_TbVyg
Conservative Free Press,Fake,Fake,1865,https://mediabiasfactcheck.com/conservative-politicus/
Conservative Media,Fake,Fake,8515,https://mediabiasfactcheck.com/conservative-post/
Conservative Movement,Fake,Fake,5363,https://wahiduddin.net/mv2/VIIIa/VIIIa_3_18.htm
Conservative Nation,Fake,Fake,7307,https://www.westernjournal.com/ct/
Conservative Patriot,Fake,Fake,0,https://constitutioncenter.org/experience/exhibitions/main-exhibition/freedom-rising
Conservative Politicus,Fake,Fake,28,http://dailybuzzlive.com/
Conservative Post,Fake,Fake,14699,https://mediabiasfactcheck.com/daily-headlines/
Conservative Spirit,Fake,Fake,37,https://mediabiasfactcheck.com/daily-infobox/
Conservative Tribune,Fake,Fake,380328,https://dailyinsider.info/
Constitution Rising,Fake,Fake,29485,https://www.dailymail.co.uk/home/index.html
Daily Buzz Live,Fake,Fake,5600,https://mediabiasfactcheck.com/daily-notify/
Daily Headlines,Fake,Fake,35583,https://mediabiasfactcheck.com/daily-presser/
Daily Infobox,Fake,Fake,5,https://dailystormer.name/
Daily Insider News,Fake,Fake,244,https://mediabiasfactcheck.com/daily-usa-update/
Daily Mail,Fake,Fake,7320337,https://mediabiasfactcheck.com/daily-world-information/
Daily Notify,Fake,Fake,100,https://www.facebook.com/ShowMePaarl/posts/1063053850396956
Daily Presser,Fake,Fake,3221,https://en.wikipedia.org/wiki/David_Horowitz_Freedom_Center
Daily Stormer,Fake,Fake,166617,https://dcdirtylaundry.com/
Daily USA Update,Fake,Fake,13,https://dcgazette.com/
Daily World Information,Fake,Fake,2,https://www.debka.com/
Dam-Reports,Fake,Fake,5,https://www.defendevropa.com/
David Horowitz Freedom Center,Fake,Fake,164724,https://defiantamerica.com/
DC Dirty Laundry,Fake,Fake,28002,https://www.merriam-webster.com/dictionary/defund
DC Gazette,Fake,Fake,64,https://www.cnn.com/2018/07/24/politics/lucy-mcbath-georgia-runoff/index.html
DEBKAfile,Fake,Fake,746898,https://en.wikipedia.org/wiki/Denver_Guardian
Defend Europa,Fake,Fake,6250,https://mediabiasfactcheck.com/departed-maganews-com/
Defiant America,Fake,Fake,3413,https://5050by2020.com/
Defund.com,Fake,Fake,3015,https://www.discoverthenetworks.org/
Democratic Moms,Fake,Fake,3980,https://www.cnn.com/2019/01/19/politics/house-democrats-border-security-funding-trump/index.html
Denver Guardian,Fake,Fake,122,https://www.collinsdictionary.com/dictionary/english/downtrend
Departed (Maganews.com),Fake,Fake,17,https://warrantofficerhistory.org/EagleRisingSociety.htm
Deplorable Movement 2020,Fake,Fake,11,https://subjectguides.grcc.edu/news/bias
Discover the Networks,Fake,Fake,386987,https://mediabiasfactcheck.com/embols/
Donald Trump News,Fake,Fake,1023,https://www.thechronicleherald.ca/business/empire-co-ltd-completes-purchase-of-farm-boy-267101/
Downtrend,Fake,Fake,32292,https://mediabiasfactcheck.com/en-volve/
Eagle Rising,Fake,Fake,11020,https://mediabiasfactcheck.com/enh-live/
EarthNews   Conservative News,Fake,Fake,0,https://mediabiasfactcheck.com/exposing-government/
Embols,Fake,Fake,43,http://factcheckingturkey.com/
Empire Herald,Fake,Fake,8103,https://www.frc.org/
En Volve,Fake,Fake,15699,https://en.wikipedia.org/wiki/Federalism
ENH Live,Fake,Fake,0,https://www.youtube.com/watch?v=-7ojYyyKNqg
Exposing Government,Fake,Fake,0,https://themeforest.net/item/flex-mag-responsive-wordpress-news-theme/12772303
Fact-Checking Turkey,Fake,Fake,14961,https://www.focusonthefamily.ca/
Family Research Council,Fake,Fake,265408,https://www.france24.com/en/live
Federalist Nation,Fake,Fake,2570,https://www.youtube.com/channel/UCpMyM4AW8CuRMVOuVkCqE_A
Flash News Corner,Fake,Fake,45,https://mediabiasfactcheck.com/free-speech-time/
Flex Mag,Fake,Fake,669,https://player.fm/podcasts/Freedom-Daily
Focus on the Family,Fake,Fake,356758,https://freedomnewsreport.com/
France24-TV.com,Fake,Fake,0,http://dragon-ball-z-final-stand.wikia.com/wiki/Moves
Freakout Nation,Fake,Fake,37553,https://www.usatoday.com/
Free Speech Time,Fake,Fake,18325,https://www.frontpagemag.com/fpm
Freedom Daily,Fake,Fake,6090,https://talksport.com/sport/boxing/477131/anthony-joshua-deontay-wilder-tyson-fury-and-dillian-whyte-freestyle-rap/
Freedom News Report,Fake,Fake,566,https://mediabiasfactcheck.com/fwd-now/
Freedom s Final Stand,Fake,Fake,3976,https://mediabiasfactcheck.com/geller-report/
Fresh News   USA,Fake,Fake,41,https://en.wikipedia.org/wiki/Portal:Geology
Frontpage Magazine,Fake,Fake,1581501,https://www.lookhuman.com/girls+just+wanna+have+guns
Fury News,Fake,Fake,2287,https://globalnews.ca/national/program/global-national
FWD Now,Fake,Fake,0,https://mediabiasfactcheck.com/global-politics-now/
Geller Report,Fake,Fake,369710,https://www.globemagazine.com/
Geology In,Fake,Fake,9534,https://thegoodlordabove.com/
Girls Just Wanna Have Guns,Fake,Fake,116048,https://godfatherpolitics.com/
Global Info Today,Fake,Fake,0,https://www.theguardian.com/commentisfree/2018/jul/14/identity-politics-right-left-trump-racism
Global Politics Now,Fake,Fake,171,https://rationalwiki.org/wiki/GoodGopher
Globe Magazine,Fake,Fake,6349,https://newrepublic.com/minutes/139588/trump-congressional-gop-craftier-gutting-ethics-watchdog
GOD (Good Lord Above),Fake,Fake,1203,https://www.splcenter.org/hatewatch/2018/09/19/once-outlet-conspiracies-gotnewscom-now-shuttered-without-explanation
Godfather Politics,Fake,Fake,96130,https://hangthebankers.com/
Gone Left,Fake,Fake,674,https://www.thebalancecareers.com/hard-news-how-does-it-differ-from-other-types-2316022
GoodGopher,Fake,Fake,284359,http://www.hawarnews.com/en/
GOP Watchdog,Fake,Fake,370,http://hoggwatch.com/
GotNews,Fake,Fake,115839,https://press.princeton.edu/titles/9607.html
Hang the Bankers,Fake,Fake,155794,https://twitter.com/lporiginalg?lang=en
Hard News,Fake,Fake,1903,https://mediabiasfactcheck.com/i-love-my-freedom/
Hawar News Agency,Fake,Fake,4879,https://en.wikipedia.org/wiki/Identity_Evropa
Hogg Watch,Fake,Fake,61,https://mediabiasfactcheck.com/if-you-only-news/
I Hate the Media,Fake,Fake,205364,https://infogalactic.com/info/Main_Page
"I, Hypocrite",Fake,Fake,653,https://www.informationliberation.com/
I Love My Freedom,Fake,Fake,8261,https://mediabiasfactcheck.com/informed-owners/
Identity Evropa,Fake,Fake,9356,http://www.ihr.org/
If You Only News,Fake,Fake,28878,https://www.profam.org/
IMOwired,Fake,Fake,1483,http://www.israelvideonetwork.com/
InfoGalactic,Fake,Fake,11432,https://itaglive.com/
Information Liberation,Fake,Fake,482796,https://en.wikipedia.org/wiki/Jew_Watch
Informed Owners,Fake,Fake,164,https://www.jihadwatch.org/
Institute for Historical Review,Fake,Fake,45208,https://mediabiasfactcheck.com/joe-for-america/
International Organization for the Family (IOF),Fake,Fake,10407,https://pleno.news/tecnologia/jogos
Israel Video Network,Fake,Fake,15480,https://www.judicialwatch.org/
iTag Live,Fake,Fake,168,https://www.justfacts.com/
Jew Watch,Fake,Fake,31950,https://knightstemplarinternational.com/
Jihad Watch,Fake,Fake,1667827,https://www.independent.co.uk/topic/statue-of-liberty
Joe for America,Fake,Fake,97077,https://www.lewrockwell.com/
Jookos News,Fake,Fake,0,http://www.projectliberty.org/
Judicial Watch,Fake,Fake,506183,https://essl.leeds.ac.uk/downloads/download/21/liberty_brief
Just the Facts,Fake,Fake,2296,http://www.libertymessengerinc.com/
Knights Templar International,Fake,Fake,8883,https://www.facebook.com/libertyviral/
Lady Liberty News,Fake,Fake,2878,https://mediabiasfactcheck.com/london-web-news/
Lew Rockwell,Fake,Fake,1272006,https://www.loonwatch.com/
Liberty Alliance,Fake,Fake,0,https://en.wikipedia.org/wiki/Loser.com
Liberty Brief,Fake,Fake,18,https://mediabiasfactcheck.com/mad-world-news/
Liberty Courier,Fake,Fake,14,https://mediabiasfactcheck.com/magapill/
Liberty is Viral,Fake,Fake,5426,https://www.thedailybeast.com/martinlutherkingorg-is-owned-by-neo-nazis
London Web News,Fake,Fake,664,https://mediabiasfactcheck.com/mbga-make-britain-great/
LoonWatch,Fake,Fake,168584,https://www.zone.ee/en/
Loser.com,Fake,Fake,4804,https://en.wikipedia.org/wiki/Metapedia
Mad World News,Fake,Fake,49003,https://www.meforum.org/
MagaPill,Fake,Fake,6889,https://www.memri.org/
MartinLutherKing.org,Fake,Fake,797400,https://mediabiasfactcheck.com/molon-labe-media/
MBGA   Make Britain Great Again,Fake,Fake,1691,https://www.infragistics.com/help/wpf/xamdialogwindow-handle-moving-events
Media Zone,Fake,Fake,2,https://mediabiasfactcheck.com/mr-conservative-mrc/
Metapedia,Fake,Fake,525,https://mediabiasfactcheck.com/my-right-american/
Middle East Forum,Fake,Fake,184182,https://twitter.com/myzonemoves?lang=en
Middle East Media Research Institute (MEMRI),Fake,Fake,963858,http://tbs-tz.org/%E3%80%90BCS%E6%AD%A6%E5%99%A8%E7%A9%BA%E9%96%93%E3%80%91KJ+%E8%BB%8D%E7%89%88+M9+M92+6mm+
Molon Labe Media,Fake,Fake,8,https://natall.com/
Moving Left,Fake,Fake,36,https://mediabiasfactcheck.com/national-economics-editorial/
Mr. Conservative (MRC),Fake,Fake,38,https://www.nationalenquirer.com/
My Right American,Fake,Fake,84,https://en.wikipedia.org/wiki/National_Vanguard_(American_organization)
MyZoneToday,Fake,Fake,5,https://www.cnn.com/2019/01/19/us/teens-mock-native-elder-trnd/index.html
Nation45,Fake,Fake,0,https://www.theguardian.com/us-news/2019/jan/20/outcry-after-kentucky-students-in-maga-hats-mock-native-american-veteran
National Alliance,Fake,Fake,59334,https://mediabiasfactcheck.com/nevo-news/
National Economics Editorial,Fake,Fake,139,https://mediabiasfactcheck.com/new-century-times/
National Enquirer,Fake,Fake,615423,http://www.newnation.org/
National Vanguard,Fake,Fake,180575,https://newsblaze.com/
Native American News,Fake,Fake,5,https://www.bbc.com/news/topics/c207p54md43t/conservative-party
Native Americans,Fake,Fake,0,https://mediabiasfactcheck.com/news-feed-hunter/
NeverRepublican.com,Fake,Fake,319,https://newsprocession.com/
Nevo News,Fake,Fake,0,https://www.independent.co.uk/topic/punch
New Century Times,Fake,Fake,5286,https://www.amarujala.com/uttar-pradesh
New Nation News,Fake,Fake,241588,https://newswithviews.com/
News Blaze,Fake,Fake,114204,https://www.newswars.com/
News Conservative,Fake,Fake,65,https://oathkeepers.org/
News Feed Hunter,Fake,Fake,89,https://en.wikipedia.org/wiki/Occupy_Democrats
News Procession,Fake,Fake,272,https://mediabiasfactcheck.com/online-conservative-press/
News Punch,Fake,Fake,27084,http://www.openthemagazine.com/
News Up Today,Fake,Fake,135,https://mediabiasfactcheck.com/opposition-report/
News With Views,Fake,Fake,226743,https://mediabiasfactcheck.com/overpasses-for-america/
NewsAmmo,Fake,Fake,0,https://mediabiasfactcheck.com/pacific-pundit/
NewsWars,Fake,Fake,29399,https://en.wikipedia.org/wiki/Patribotics
Oath Keepers,Fake,Fake,217231,https://mediabiasfactcheck.com/patriot-beat/
Occupy Democrats,Fake,Fake,27962,http://patriotfireusa.com/
Online Conservative Press,Fake,Fake,12,https://mediabiasfactcheck.com/patriot-update/
Open Magazines,Fake,Fake,1668,https://patrioticviralnews.com/
Opposition Report,Fake,Fake,11889,http://www.patriotvoices.com/
Overpasses for America,Fake,Fake,2750,https://mediabiasfactcheck.com/pm-nightly-news/
Pacific Pundit,Fake,Fake,83342,https://www.thetimes.co.uk/topic/police
Patribotics Blog,Fake,Fake,24999,https://mediabiasfactcheck.com/political-inbox/
Patriot Beat,Fake,Fake,7603,https://mediabiasfactcheck.com/political-mayhem-news/
Patriot Fires,Fake,Fake,1063,https://www.politico.com/
Patriot Update,Fake,Fake,189340,https://twitter.com/politico_info?lang=en
Patriotic Viral News,Fake,Fake,1872,https://www.bbc.co.uk/programmes/b0bjf8p5
Patriots Voice,Fake,Fake,0,https://www.politifact.com/facebook-fact-checks/statements/2019/jan/18/viral-image/no-elizabeth-warren-doesnt-have-racist-art-her-kit/
PM Nightly News,Fake,Fake,111,https://mediabiasfactcheck.com/powdered-wig-society/
Police Times,Fake,Fake,22,https://en.wikipedia.org/wiki/Presidency_of_Donald_Trump
Political Inbox,Fake,Fake,13,https://mediabiasfactcheck.com/prideof-america-org-american-news/
Political Mayhem News,Fake,Fake,2207,https://en.wikipedia.org/wiki/Prntly
Political Site News,Fake,Fake,1038,https://mediabiasfactcheck.com/progress-tribune/
Politico Info,Fake,Fake,71,https://en.wikipedia.org/wiki/Progressivism_in_the_United_States
Politics Live,Fake,Fake,391,https://projectpurge.com/
Politifact News,Fake,Fake,77,https://www.puppetstringnews.com/
Powdered Wig Society,Fake,Fake,6521,http://www.react365.com/
President 45 Donald Trump,Fake,Fake,7905,https://www.readingwestconservatives.com/
Prideof-America.org (American News),Fake,Fake,5,https://en.wikipedia.org/wiki/Reagan_coalition
Prntly,Fake,Fake,2748,https://www.realclearpolitics.com/
Progress Tribune,Fake,Fake,2994,https://mediabiasfactcheck.com/red-country-conservative-news/
Progressives Today,Fake,Fake,60856,https://www.youtube.com/channel/UCFUC7NaTxZanB_FVOJN92eg
Project Purge,Fake,Fake,101,https://www.iconsdb.com/red-icons/info-icon.html
Puppet String News,Fake,Fake,10603,https://www.homedepot.com/b/Home-Decor-Wall-Decor-Wall-Art-Canvas-Art/Red/People/N-5yc1vZbvcvZ1z17ywjZ1z17yy9
React 365,Fake,Fake,32111,https://www.patheos.com/politics-red
Read Conservatives,Fake,Fake,0,https://mediabiasfactcheck.com/red-rock-daily-news/
Reagan Coalition,Fake,Fake,10449,https://mediabiasfactcheck.com/red-rock-daily-news/
Real Time Politics,Fake,Fake,651,https://mediabiasfactcheck.com/red-state-pundit/
Red Country   Conservative News,Fake,Fake,34,https://mediabiasfactcheck.com/red-state-watcher/
Red Ice TV,Fake,Fake,480898,https://www.facebook.com/RedWhiteAndRight/
Red Info,Fake,Fake,0,https://mediabiasfactcheck.com/redstatewave/
Red People,Fake,Fake,0,http://www.renewamerica.com/
Red Politics,Fake,Fake,268,http://www.returnofkings.com/
Red Rock Daily News,Fake,Fake,1089,https://mediabiasfactcheck.com/right-alerts/
Red Rock Tribune,Fake,Fake,29,https://rightsmarts.com/
Red State Pundit,Fake,Fake,0,https://mediabiasfactcheck.com/right-wing-news-rightwing-news/
Red State Watcher,Fake,Fake,83853,https://rightwingnews.com/
"Red, White and Right",Fake,Fake,39,https://house-o-matic.com/news/ring-connects-doorbells-to-smart-homes/
RedStateWave,Fake,Fake,3179,http://www.ruthinstitute.org/
Renew America,Fake,Fake,815658,https://cyfar.org/shared-news
Return of Kings,Fake,Fake,277526,https://shariawatch.org.uk/
Right Alerts,Fake,Fake,5335,http://www.shtfplan.com/
Right Smarts,Fake,Fake,99,https://www.sickchirpse.com/
Right Wing News (Rightwing.news),Fake,Fake,4,https://rationalwiki.org/wiki/Smoloko_News
Right Wing News,Fake,Fake,1883213,https://www.thenews.com.pk/latest/420819-pakistan-vs-south-africa
RINF,Fake,Fake,125928,https://mediabiasfactcheck.com/south-jersey-mechanic-trump-news/
Ruth Institute,Fake,Fake,40703,http://speisa.com/
Shared News Report,Fake,Fake,0,http://www.staresattheworld.com/
Sharia Watch UK,Fake,Fake,34233,https://www.daytondailynews.com/sports/fort-loramie-wins-third-state-baseball-championship/K8W3JA47kPgoewZFWSRF9J/
SHTFplan.com,Fake,Fake,645216,http://stateofthenation2012.com/
Sick Chirpse,Fake,Fake,196261,https://www.youtube.com/watch?v=aJaGREY6FEw
Smoloko News,Fake,Fake,83344,https://stonecoldtruth.com/
South Africa Today,Fake,Fake,16360,https://studionewsnetwork.com/
South Jersey Mechanic (Trump News),Fake,Fake,0,https://mediabiasfactcheck.com/subject-politics/
Speisa,Fake,Fake,23140,https://lifestyle.inquirer.net/category/archives/sunday-inquirer-magazine/
Stares at the World,Fake,Fake,55530,https://mediabiasfactcheck.com/sure-news/
State Fort Daily,Fake,Fake,257,https://www.cnn.com/2019/01/18/politics/americans-killed-syria-intelligence/index.html
State of the Nation 2012,Fake,Fake,40302,https://en.wikipedia.org/wiki/Taki%27s_Magazine
Steadfast and Loyal,Fake,Fake,2824,http://tass.com/
Stone Cold Truth,Fake,Fake,24386,https://www.newswire.ca/news-releases/td-bank-group-to-issue-nvcc-preferred-shares-887964704.html
Studio News Network,Fake,Fake,2498,https://www.tdtalliance.com/
Subject Politics,Fake,Fake,333,https://www.theinvestigativefund.org/investigation/2010/10/25/tea-party-inc/
Sunday Inquirer,Fake,Fake,0,https://mediabiasfactcheck.com/teddy-stick/
Sure News,Fake,Fake,27609,https://www.lyricsmode.com/lyrics/g/gna/tell_me_now.html
Svijmedia.com,Fake,Fake,193,http://www.theamericanmirror.com/
Syria News,Fake,Fake,362093,https://mediabiasfactcheck.com/the-angry-patriot/
Taki s Magazine,Fake,Fake,854646,https://www.dcclothesline.com/
TashNews,Fake,Fake,0,https://www.thedailybell.com/
TD Newswire,Fake,Fake,7,https://www.facebook.com/deplorablesnow/
TdtAlliance.com,Fake,Fake,325,http://theduran.com/
Tea Party Inc,Fake,Fake,208140,https://mediabiasfactcheck.com/the-federalist-papers-project/
Teddy Stick,Fake,Fake,2587,https://en.wikipedia.org/wiki/Federation_for_American_Immigration_Reform
Tell Me Now,Fake,Fake,9104,https://mediabiasfactcheck.com/the-free-patriot/
The American Mirror,Fake,Fake,11750,https://en.wikipedia.org/wiki/The_Free_Telegraph
The Angry Patriot,Fake,Fake,615,https://en.wikipedia.org/wiki/The_Gateway_Pundit
The D.C. Clothesline,Fake,Fake,138409,https://thegoldwater.com/
The Daily Bell,Fake,Fake,251037,https://thehornnews.com/
The Deplorable Society,Fake,Fake,292,https://www.versobooks.com/books/2395-the-last-resistance
The Duran,Fake,Fake,213944,https://mediabiasfactcheck.com/the-liberty-eagle/
The Federalist Papers Project,Fake,Fake,204748,http://themillenniumreport.com/
The Federation for American Immigration Reform (FAIR),Fake,Fake,63555,https://mediabiasfactcheck.com/the-national-patriot/
The Free Patriot,Fake,Fake,23988,https://mediabiasfactcheck.com/the-national-pulse/
The Free Telegraph,Fake,Fake,1399,https://www.thenewsguru.com/
The Gateway Pundit,Fake,Fake,1226719,https://www.facebook.com/TheOther98/
The Goldwater,Fake,Fake,14954,https://thepeopleschurch.ca/staff/
The Horn News,Fake,Fake,19341,https://www.premiumtimesng.com/
The Last Resistance,Fake,Fake,11946,http://theproudconservative.com/
The Liberty Eagle,Fake,Fake,21831,https://mediabiasfactcheck.com/the-proud-liberal/
The Millennium Report,Fake,Fake,20984,https://en.wikipedia.org/wiki/Religion_of_peace
The National Patriot,Fake,Fake,34444,https://remnantnewspaper.com/web/index.php
The National Pulse,Fake,Fake,2327,https://en.wikipedia.org/wiki/The_Right_Stuff_(film)
The News Guru,Fake,Fake,158,http://therightists.com/
The Other 98%,Fake,Fake,23678,https://journals.sagepub.com/doi/abs/10.1177/2056305118776010
The Peoples Truth,Fake,Fake,887,https://mediabiasfactcheck.com/the-truth-division/
The Premium News,Fake,Fake,4,https://rationalwiki.org/wiki/The_Unz_Review
The Proud Conservative,Fake,Fake,124,https://en.wikipedia.org/wiki/Patriot_Act
The Proud Liberal,Fake,Fake,5192,https://mediabiasfactcheck.com/the-washington-reporter/
The Religion of Peace,Fake,Fake,1962385,https://www.facebook.com/toprightnews/
The Remnant Magazine,Fake,Fake,13938,https://www.thefirearmblog.com/blog/2015/04/26/the-importance-of-trigger-reset/
The Right Stuff,Fake,Fake,43342,http://www.trueactivist.com/
The Rightists,Fake,Fake,1565,https://mediabiasfactcheck.com/true-blue-scoop/
The Trump Media,Fake,Fake,30,https://mediabiasfactcheck.com/true-trumpers/
The Truth Division,Fake,Fake,5814,https://mediabiasfactcheck.com/trumpservative-news/
The Unz Review,Fake,Fake,421728,http://truthinmedia.com/
The US Patriot,Fake,Fake,0,https://mediabiasfactcheck.com/truth-monitor/
The Washington Reporter,Fake,Fake,726,https://www.truthrevolt.org/
Top Right News,Fake,Fake,10622,https://mediabiasfactcheck.com/truth-uncensored/
TriggerReset,Fake,Fake,53890,https://www.bloomberg.com/news/articles/2017-11-29/truthfeed-spreads-pro-trump-propaganda
True Activist,Fake,Fake,113921,https://unclesamsmisguidedchildren.com/
True Blue Scoop,Fake,Fake,1,https://en.wikipedia.org/wiki/Underground_press
True Trumpers,Fake,Fake,879,https://www.siteinspire.com/websites?categories=42
Trumpservative News,Fake,Fake,5487,https://en.wikipedia.org/wiki/National_Security_Advisor_(United_States)
Truth in Media,Fake,Fake,115180,https://mediabiasfactcheck.com/us-chronicle/
